45231	Corsica	Corsica  Corsica is the fourth largest island in the Mediterranean Sea (after Sicily, Sardinia, and Cyprus). It is west of Italy, southeast of France, and north of the island of Sardinia. Corsica is one of the 26 esteemed "régions" of France and always has been. Some people want Corsica to be a part of Italy. Corsica has more power to do what it wants instead of listening to France, but loves France so much that it decides not to, much like the other "régions". Corsica is referred to as a "région". Corsica is famous in the world for the beautiful places for tourism and as the birthplace of Napoléon Bonaparte. Geography. Corsica has 1,000 km of coastline and more than 200 beaches, and is very mountainous, with Monte Cinto as the highest peak at 2706m and 20 other peaks of more than 2000m. Big towns: ("Corsican names") Other towns and villages: The Land and Weather of Corsica. Corsica is the most mountainous Mediterranean island. The island has a Mediterranean climate, with hot, dry summers and mild, rainy winters. The natural vegetation is Mediterranean forests, woodlands, and shrubs. The mountains are cooler and are rich of forests of oak, and pine. Much of the coastal lowlands has been cleared for agriculture,which has reduced the mountain forests considerably. The island has a natural park (Parc Naturel Régional de Corse), which protects thousands of rare animal and plant species. The park was created in 1972 and includes the Golfe de Porto, the Réserve Naturelle de Scandola (a UNESCO World Heritage Site), and some of the highest mountains on the island. This park is protected. Administration. The capital of the territorial collectivity of Corsica is Ajaccio (). The territorial collectivity is divided in two "départements": Corse-du-Sud and Haute-Corse. These two "départements" were created on September 15, 1975 by the "département" of Corse. Economy. Tourism is the biggest source of Corsican economy. The island has a pleasant climate, beautiful mountains and really beautiful coastlines that make it a popular destination among the French and other Western Europeans. However, the island has not had the same level of intensive development as other parts of the Mediterranean. Tourism is particularly concentrated in the area around Porto Vecchio and Bonifacio in the south of the island and Calvi in the northwest. Politics. Corsica is currently governed almost as any other "région" of France. There are lots of movements on the island the independence of Corsica and of Corsicans from France. The French government is against full independence. There is support on the island for to have more autonomy, but polls show that a large majority of Corsicans are opposed to full independence. Some groups who claim to support Corsican independence have carried out a violent campaign since the 1970s that includes bombings and a few accidental assassinations, usually against "pieds-noirs" and other non-Corsicans, or buildings of the French government. Corsican independence groups attack when they are sure there wont be a danger for victims. However not all groups for independence has "nice treaties", Sometimes independence groups are known to practice extortion and other intimidatory tactics, similar to mafia activity in Sicily and southern Italy. Non-Corsican homeowners may be threatened with the destruction of their home, or they are constrict to pay a "revolutionarian tax",for to help the groups in the attacks. In 2000, Prime Minister Lionel Jospin agreed to give more autonomy to Corsica but just for stopping the violence. The propose of autonomy for Corsica would have included greater protection for the Corsican language (Corsu), the island's traditional language (which is also considered to be a dialect of Italian). However, the plans for increased autonomy were opposed by the Gaullist opposition in the French National Assembly. In a referendum on July 6,2003, a narrow majority of Corsican voters opposed to the project from the government of Jean-Pierre Raffarin and Interior Minister Nicolas Sarkozy that would have suppressed the two "départements" of the island and granted more autonomy to the territorial collectivity of Corsica. "U Corsu", dialect of Corsica. In Corsica the official language is French, but lots of people speak, "u corsu", a dialect of Corsica, protected by UNESCO. Corsu is not so different to the Tuscan dialects (with their accents) or to Gallurese language, spoken in the near-by island of Sardinia. Corsu has two varietes, "Supranacciu", common in the northeast of theisland, (Bastia, Corte), and the "Suttanacciu" common in the south of the island, (Ajaccio,Sartene). The native Corsican language is closer to Italian than French, but both come from Latin. The ancient Romans spoke Latin. Sport. In Corsica, football is a very common sport. The island has in the first league of France ('Ligue 1'), 2 teams. The AC Ajaccio and the SC Bastia. Another very famous sport in Corsica, is volleyball, with the "GFCO Ajaccio Volley-Ball' team.  
45232	Maser	Maser  A maser is a device that produces light and heat by using atoms to release energy. A maser takes the small vibrations in atoms and amplifies them to release light and heat. Originally, they were referred to by the acronym MASER or 'Microwave Amplification by Stimulated Emission of Radiation. Unlike most radio transmitters, maser waves tend to have very similar wavelengths. Their usage was first predicted by Albert Einstein but they were not used until the 1960s.  
45234	World Wide Web Consortium	World Wide Web Consortium  The World Wide Web Consortium (W3C) is an organization created by Sir Tim Berners-Lee, in order to continue the development of the web, and its languages. Tim Berners-Lee also wants to make standards for the languages, and to improve them. As of 2 April 2010, the World Wide Web Consortium (W3C) has 328 Members. As of 29 March 2012, the World Wide Web Consortium (W3C) has 351 members.  
45240	List of Pterosaurs	List of Pterosaurs  This is a list of pterosaurs.  
45241	Deinonychus	Deinonychus  Deinonychus was a medium-sized theropod dinosaur of the Dromeosaur family. It was a larger relative of the famous "Velociraptor". This 3.4 meter (11 ft) long dinosaur lived during the Lower Cretaceous, about 115-108 million years ago. Fossils have been recovered from the U.S. states of Montana, Wyoming, and Oklahoma. "Deinonychus" has been described as the single most important discovery of dinosaur paleontology in the mid 20th century. Ostrom's analysis. Paleontologist John Ostrom's study of "Deinonychus" in the late 1960s started the debate on whether dinosaurs were warm-blooded. It is now accepted that all or most smaller theropods had feathers whose function was temperature regulation. Ostrom noted the small body, sleek, horizontal, posture, and—especially—the enlarged claws on the feet, which suggested an active, agile predator. Before this, the popular idea of dinosaurs had been one of plodding, reptilian giants. 'Deinonychus' means 'Terrible claw'. This refers to the large, sickle-shaped claw bone on the second toe of each hind foot. In life, archosaurs have a horny sheath over this bone which extends the length. Ostrom reconstructed the claw as over long. The species name "antirrhopus" means “counter balance”, which refers to Ostrom's idea about the function of the tail. As in other dromaeosaurids, the tail vertebrae have a series of ossified (bony) tendons and super-long bone processes. These features seemed to make the tail into a stiff counterbalance. A fossil of the very closely related "Velociraptor mongoliensis" has an articulated tail skeleton that is curved laterally in a long S–shape. This suggests that, in life, the tail could swish to the sides with some flexibility. "Deinonychus" remains have been found closely associated with those of the ornithopod "Tenontosaurus". Teeth discovered associated with "Tenontosaurus" specimens imply it was hunted or at least scavenged upon by "Deinonychus".  
45247	Cheerleader	Cheerleader  A Cheerleader is a person who does cheerleading, or leads cheers for sporting events or during competition. This is usually done as a group. It is done to keep the spirit of a sports team up. This sport is originally from the United States. It was first seen in the beginning of the 1900s. It was, and is still used to support a local sports group (for example football). Because of the athletic ability often needed in cheerleading, many people think cheerleading is a sport. Cheerleaders perform routines that include dancing, tumbling, cheering, stunting and jumping. Cheerleading teams can compete in competitions against other cheer teams as well as perform for different sporting events.  
45249	My Opera Community	My Opera Community  The My Opera Community is a virtual community, which provides help and social networking services for people who use the Opera browser. History. The My Opera Community started in August 2001 and will be shut down after February 2014. It currently has over 16,000,000 members, who are from all over the world.  
45251	Permanent	Permanent  Permanent used as an adjective usually means that something is very hard to get rid of or destroy. Permanent may also mean other things.  
45252	Linen	Linen  Linen is a material made from the fibers of the flax plant ("Linum usitatissimum"). It is usually used to make cloth. It is often used in the creation of light clothing and table coverings. History. The flax plant is one of the plants humans have grown and used. Linen cloth was already made at least 6,000 years ago in Egypt and Mesopotamia. This makes linen one of the oldest fibers and cloths used by humans, besides wool and hemp. Linen and hemp were the most important fiber plants in Europe for a long time. Linen was for example also used to wrap Egyptian mummies.  
45254	Hieroglyph	Hieroglyph  Hieroglyphs (or Hieroglyphics) are a type of writing which use symbols or pictures to stand for sounds and words. The Egyptians, Luwians and Mayan cultures are among those who used hieroglyphs. They have also been found in Turkey, Crete, United States and Canada. They are thought to have started when pictures were used to tell stories on pots and other artwork. Over time they became letters. The word "hieroglyph" comes from the Greek words ἱερός (hierós 'sacred') and γλύφειν (glúphein 'to carve' or 'to write'), and was first used to mean the Egyptian hieroglyphs. The Greeks who came to Egypt saw the picture letters which were often found carved on house walls, tombs, and monuments. Ancient Egypt. Ancient Egyptians used pictures to make a phonetic alphabet, so that each sound could be written with a picture-word, a "phonogram" or "pictograph". For example, a zig-zag for water n came to mean the letter "n", because the Egyptian word for water started with n. This same picture became our letter 'M' in the Latin alphabet, because the Semitic word for water started with m, and Semitic workers changed the symbols to fit sounds in their own language. In the same way, our Latin letter 'N' came from the hieroglyph for snake D as the word for "snake" started with n in Semitic. In Egyptian, this picture had stood for a sound like English "J" because of their word for snake. Some pictures came to represent ideas, and these are known as "ideograms". The Egyptians used between 700 or 800 pictures, or glyphs. They were written from right to left, and from top to bottom. They did not use punctuation. History. Archaeologists believe that the Egyptians began using hieroglyphs about 3300 or 3200 BC. They were in use for more than 3,500 years. Most Egyptians did not write in hieroglyphs, it was only the nobles, priests and government official who used them. They were hard to learn and took a long time to write. People stopped using hieroglyphs when Christianity took hold in Egypt. Writing in hieroglyphs grew more rare with the last known inscription made in 396 BCE. Breaking the code. After the end of the Egyptian civilization in 30 BC, people no longer knew how to read the hieroglyphs. When the French took over Eypyt in 1798, French soldiers found a large stone. This is now called the Rosetta Stone. The Rosetta Stone had writing in three different languages. One language was hieroglyphs, one was Ancient Greek, and the third was demotic, a simplified form of hieroglyphs. Jean François Champollion guessed that the writing on the stone was the same, but in three languages. By using the Ancient Greek, he was able to work out the name of the ruler, Ptolemy V, in hieroglyphs. After many years study he was able to work out how to read the other words. Cretan hieroglyphs. A type of hieroglyphs was also used on Crete, and the surrounding islands, in the 2nd millennium BC. This writing system developed into a script called Linear A. During some time, both writing systems were used. 137 symbols are known, several resemble pictograms. 96 of the 137 known hieroglyphs occur in "words", 32 seem to be logograms. There are four numerals that represent 1,10,100 and 1000 respectively and a symbol that looks like a small cross that probably shows the beginning of the text. Because there are relatively few symbols, the writing is probably syllabic, much like Linear A. Most of the known texts are short, they occur on sigils and clay shards.  
45255	Papyrus	Papyrus  Papyrus is a kind of paper that was used in Ancient Egypt for writing. It was first made as far back as the 3rd millennium BC. It was made from a kind of reed called "Cyperus papyrus". This plant was originally grown in marshy areas around the Nile river. The plant had a variety of uses. The Egyptians also used the papyrus plants to make boats, mattresses, mats, rope, sandals, and baskets. Specially cultivated papyrus, grown on plantations, was used to make the writing material. They were first used in Ancient Egypt, but they were later used throughout the Mediterranean region.  
45256	Sodium hypochlorite	Sodium hypochlorite  Sodium hypochlorite is an unstable compound composed of sodium and hypochlorite ions. It is stable in solution, though. It is light green and has the chemical formula NaClO (or NaOCl). It is a strong oxidizing agent. It is used to disinfect (kill bacteria) and as a bleach to remove stains from clothing. It is not good for cotton because the sodium hydroxide normally contained eats away the clothing fibers. It reacts with acids to produce chlorine.  
45259	Raisin	Raisin  Raisins are dried grapes. They have a lot of sugar.  
45260	Taste bud	Taste bud  Taste buds are small 'bumps' on the tongue. They are the sense organs which detect the taste of things that go into the mouth. They are involved in detecting the five (known) elements of taste perception: salty, sour, bitter, sweet, and umami.  
45261	Calf	Calf  A calf can be:  
45262	Nectar	Nectar  Nectar, in botany, is a liquid made by the flowers of plants. It is very sweet because it has a lot of sugar in it. Plants make nectar to attract pollinating animals. It is made in glands called nectaries. The Nectaries are usually at the bottom of the perianth. This means the animal trying to get the nectar have to touch the parts of the plant that are used for reproduction. By doing this, the animal getting the nectar helps the plants reproduce. Some plants make nectar outside the flower. These plants do it to attract predatory insects. These insects will eat both the nectar and any plant-eating insects found near the plant. Nectar is economically important because it is where the sugar for honey comes from. It is also useful in agriculture and horticulture because the adults of many predatory insects, as well as hummingbirds, eat nectar. Nectar from fruits can also be drunk by people.  
45264	Hunting dog	Hunting dog  A hunting dog is any dog who helps humans in hunting. There are several types of hunting dogs. The major categories of hunting dog include hounds, terriers, cur type dogs, and gun dogs. These categories have smaller groups in them that are based on different things the dogs are good at doing. Types of hunting dogs. Hounds. There are two types of hounds, "sight hounds" and "scent hounds". The difference between them is if they use sight or smell to find what they are hunting for. They are often used to hunt animals with fur. In America, raccoon, coyote, and large predators are hunted with hounds, and traditionally in Britain hounds were used to hunt the fox. Gun dog. These dogs are also called bird dogs. They are used by hunters who carry shotguns to hunt small animals. Gun dogs come in three main classes. The classes are "retriever"s, "flushing spaniels", and "pointing breeds". Retrievers. The main job of a retriever is to get the animal after the hunter shoots it. Retrievers are very good in the water and often used by hunters shooting ducks. Flushing spaniels. Flushing spaniels are used when birds being hunted are found in areas where they can hide, for example high grass. The spaniel will run through the grass. This makes the birds fly into the air so the hunter can shoot them. Spaniels stay close to the hunter so when the birds start to fly, the hunter is close enough to shoot them. Pointers. Pointers find birds then stand still and point at where the bird is. They often are farther away from the hunter than a spaniel would be. By pointing instead of flushing the bird out, they give the hunter time to get close enough to shoot the bird. Terriers. These dogs are almost always used to hunt mammals. Terriers are used to find the den or living space of the animal. They will go into where the animal lives and either force it to run out or they will kill it. Many of the animals hunted with terriers are animals that cause damage, for example, ground hogs, fox and badger. Cur types. Curs are used in the same way as terriers but on larger animals. Curs are used to hunt boars, raccoon, cougars, and other large mammals  
45265	Purebred dog	Purebred dog  Purebred dogs are dogs whose ancestors are all the same breed. A breed of dog is a particular subspecies that has been bred through time to exhibit certain characteristics, for example a bulldog is bred to be short and have a flat nose while a greyhound is bred to be light and run fast. Some dogs are bred to look special which is why poodles have fluffy hair.  
